COUNTY_ID,COUNTY,TOWN_ID,TOWN,C_CNT,C1_A_CNT,C1_B_CNT,C1_C_CNT,C1_D_CNT,C1_E_CNT,C1_F_CNT,C1_G_CNT,C1_H_CNT,C1_I_CNT,C1_J_CNT,C1_K_CNT,C1_L_CNT,C1_M_CNT,C1_N_CNT,C1_O_CNT,C1_P_CNT,C1_Q_CNT,C1_R_CNT,C1_S_CNT,INFO_TIME
"10004","新竹縣","10004050","湖口鄉",4509,39,5,682,13,25,545,1773,78,502,26,52,137,81,63,0,13,0,169,306,"109Y06M"
"10004","新竹縣","10004060","新豐鄉",2653,34,2,374,7,25,308,1061,43,312,15,38,77,39,37,0,12,3,81,185,"109Y06M"
"10004","新竹縣","10004070","芎林鄉",886,10,4,107,1,4,134,344,14,74,12,13,27,23,25,0,3,1,14,76,"109Y06M"
"10004","新竹縣","10004080","橫山鄉",510,3,3,48,0,4,61,207,11,81,3,3,14,2,8,0,1,0,26,35,"109Y06M"
"10004","新竹縣","10004090","北埔鄉",394,10,2,28,0,0,38,168,5,85,3,2,4,3,11,0,3,1,16,15,"109Y06M"
"10004","新竹縣","10004100","寶山鄉",706,5,0,138,2,7,148,211,6,49,12,19,10,31,16,0,2,0,16,34,"109Y06M"
"10004","新竹縣","10004110","峨眉鄉",171,1,3,20,0,1,18,71,4,34,1,2,0,1,4,0,3,1,4,3,"109Y06M"
"10004","新竹縣","10004120","尖石鄉",384,11,0,2,0,0,6,153,1,192,0,1,0,0,5,0,0,0,7,6,"109Y06M"
"10004","新竹縣","10004130","五峰鄉",225,2,0,0,0,0,3,74,0,133,0,1,0,2,2,0,1,0,5,2,"109Y06M"
"10005","苗栗縣","10005010","苗栗市",5030,20,8,223,14,33,570,2207,97,685,44,48,142,130,143,0,15,2,182,467,"109Y06M"
"10005","苗栗縣","10005020","苑裡鎮",2404,29,2,431,0,17,286,1095,30,177,4,12,40,34,38,0,0,1,57,151,"109Y06M"
"10005","苗栗縣","10005030","通霄鎮",1317,24,3,176,7,17,165,612,27,114,6,8,10,14,27,0,0,0,23,84,"109Y06M"
"10005","苗栗縣","10005040","竹南鎮",5015,25,4,686,15,24,628,2002,68,560,43,89,155,105,91,0,19,3,166,332,"109Y06M"
"10005","苗栗縣","10005050","頭份市",5410,25,10,469,4,42,698,2316,113,602,30,63,167,85,115,0,9,7,178,477,"109Y06M"
"10005","苗栗縣","10005060","後龍鎮",1597,26,2,129,3,19,277,735,32,126,6,10,36,27,19,0,1,0,38,111,"109Y06M"
"10005","苗栗縣","10005070","卓蘭鎮",511,4,3,15,2,5,45,271,8,76,6,2,11,5,5,0,0,0,10,43,"109Y06M"
"10005","苗栗縣","10005080","大湖鄉",593,12,0,15,1,3,35,311,9,130,2,1,4,6,7,0,0,0,13,44,"109Y06M"
"10005","苗栗縣","10005090","公館鄉",1391,25,8,112,1,16,194,597,28,176,6,9,26,17,26,0,2,1,38,109,"109Y06M"
"10005","苗栗縣","10005100","銅鑼鄉",825,14,5,139,4,12,66,373,10,99,7,2,7,7,19,0,0,0,18,43,"109Y06M"
"10005","苗栗縣","10005110","南庄鄉",541,9,1,31,0,0,33,202,9,215,1,1,0,3,6,0,2,0,9,19,"109Y06M"
"10005","苗栗縣","10005120","頭屋鄉",417,10,1,36,1,5,63,180,4,49,2,2,4,8,13,0,1,0,6,32,"109Y06M"
"10005","苗栗縣","10005130","三義鄉",1048,7,4,98,0,6,68,607,16,153,5,1,5,17,10,0,2,0,22,27,"109Y06M"
"10005","苗栗縣","10005140","西湖鄉",170,12,2,15,0,4,27,83,3,12,3,1,0,0,3,0,0,0,1,4,"109Y06M"
"10005","苗栗縣","10005150","造橋鄉",509,7,1,66,2,7,90,211,9,40,3,2,9,16,9,0,0,2,9,26,"109Y06M"
"10005","苗栗縣","10005160","三灣鄉",285,9,4,27,1,3,32,123,6,46,2,2,0,3,6,0,0,0,5,16,"109Y06M"
"10005","苗栗縣","10005170","獅潭鄉",108,1,0,3,0,0,13,57,2,24,1,1,0,1,0,0,1,0,0,4,"109Y06M"
"10005","苗栗縣","10005180","泰安鄉",241,3,0,3,1,0,6,65,1,151,0,1,0,0,4,0,0,0,5,1,"109Y06M"
"10007","彰化縣","10007010","彰化市",15762,36,5,3010,29,68,855,6899,254,1648,100,322,403,359,283,1,32,13,383,1062,"109Y06M"
"10007","彰化縣","10007020","鹿港鎮",5640,20,0,1790,9,35,315,2182,76,487,15,70,112,63,55,0,6,4,135,266,"109Y06M"
"10007","彰化縣","10007030","和美鎮",6364,12,0,2136,8,24,421,2498,62,394,20,79,120,70,64,0,3,5,104,344,"109Y06M"
"10007","彰化縣","10007040","線西鄉",985,3,1,428,9,5,99,295,13,36,3,11,17,2,11,0,0,0,19,33,"109Y06M"
"10007","彰化縣","10007050","伸港鄉",1967,16,1,641,4,12,174,723,31,117,11,22,30,23,27,0,3,0,39,93,"109Y06M"
"10007","彰化縣","10007060","福興鄉",2703,32,0,940,4,23,215,1036,40,112,2,55,40,20,20,0,4,0,32,128,"109Y06M"
"10007","彰化縣","10007070","秀水鄉",2655,22,0,954,6,20,229,997,24,114,8,24,49,22,24,0,5,0,35,122,"109Y06M"
"10007","彰化縣","10007080","花壇鄉",2819,14,1,785,7,24,223,1103,50,187,14,38,53,51,29,0,4,0,56,180,"109Y06M"
"10007","彰化縣","10007090","芬園鄉",1011,28,1,239,0,4,105,440,12,67,5,3,12,8,14,0,0,0,21,52,"109Y06M"
"10007","彰化縣","10007100","員林市",8017,44,1,967,11,24,495,3752,139,904,49,171,221,182,125,0,51,7,217,657,"109Y06M"
"10007","彰化縣","10007110","溪湖鎮",3192,40,1,614,13,16,257,1454,42,251,15,27,69,40,41,0,10,2,76,224,"109Y06M"
"10007","彰化縣","10007120","田中鎮",1911,24,0,299,5,9,160,904,30,169,10,20,40,23,17,0,8,1,62,130,"109Y06M"
"10007","彰化縣","10007130","大村鄉",2008,17,0,485,8,11,205,767,19,172,3,19,33,29,42,0,1,1,48,148,"109Y06M"
"10007","彰化縣","10007140","埔鹽鄉",1756,30,0,681,5,19,174,638,26,41,3,10,19,18,9,0,0,0,13,70,"109Y06M"
"10007","彰化縣","10007150","埔心鄉",2104,19,0,589,1,11,155,848,29,109,4,16,30,43,24,0,4,1,31,190,"109Y06M"
"10007","彰化縣","10007160","永靖鄉",1726,66,0,346,4,2,149,770,19,110,8,9,21,22,27,0,4,0,34,135,"109Y06M"
"10007","彰化縣","10007170","社頭鄉",2089,19,1,676,2,16,172,786,23,116,4,15,28,32,26,0,8,0,22,143,"109Y06M"
"10007","彰化縣","10007180","二水鄉",471,17,1,66,0,3,43,228,5,32,4,2,1,6,8,0,0,0,9,46,"109Y06M"
"10007","彰化縣","10007190","北斗鎮",2197,42,0,293,3,17,134,942,24,343,5,15,41,29,30,0,2,0,66,211,"109Y06M"
"10007","彰化縣","10007200","二林鎮",2499,92,0,211,25,23,279,1152,50,248,2,19,35,32,36,0,3,0,59,233,"109Y06M"
"10007","彰化縣","10007210","田尾鄉",1144,89,0,160,4,3,122,521,9,73,4,6,10,16,28,0,1,0,21,77,"109Y06M"
"10007","彰化縣","10007220","埤頭鄉",1539,64,1,275,18,9,181,663,26,97,3,16,9,15,22,0,1,0,26,113,"109Y06M"
"10007","彰化縣","10007230","芳苑鄉",1218,74,2,209,15,15,117,550,19,74,4,16,10,5,13,0,1,0,19,75,"109Y06M"
"10007","彰化縣","10007240","大城鄉",501,43,0,50,12,13,82,212,3,37,0,3,3,2,5,0,0,0,3,33,"109Y06M"
"10007","彰化縣","10007250","竹塘鄉",495,33,1,60,10,5,84,199,10,38,1,3,2,2,5,0,0,0,4,38,"109Y06M"
"10007","彰化縣","10007260","溪州鄉",1078,62,1,168,7,6,136,453,18,75,2,10,18,14,14,0,0,0,21,73,"109Y06M"
"10008","南投縣","10008010","南投市",5507,53,6,572,1,37,591,2348,126,680,40,71,129,143,130,0,10,3,204,363,"109Y06M"
"10008","南投縣","10008020","埔里鎮",4920,138,3,202,9,17,494,2216,74,901,27,23,97,86,101,0,9,4,155,364,"109Y06M"
"10008","南投縣","10008030","草屯鎮",5648,67,5,504,5,40,628,2578,89,605,45,65,123,134,110,0,20,4,180,446,"109Y06M"
"10008","南投縣","10008040","竹山鎮",2925,43,6,214,5,16,220,1558,47,344,15,17,35,50,43,0,5,4,80,223,"109Y06M"
"10008","南投縣","10008050","集集鎮",504,9,3,24,0,3,41,226,7,95,2,5,6,11,14,0,0,0,21,37,"109Y06M"
"10008","南投縣","10008060","名間鄉",1469,45,7,121,5,9,141,800,43,109,8,10,15,26,20,0,1,0,30,79,"109Y06M"
"10008","南投縣","10008070","鹿谷鄉",802,14,2,38,1,0,31,439,5,212,4,2,5,7,10,0,2,0,8,22,"109Y06M"
"10008","南投縣","10008080","中寮鄉",346,17,0,18,0,3,67,162,10,29,3,1,1,1,10,0,0,0,6,18,"109Y06M"
"10008","南投縣","10008090","魚池鄉",1158,33,0,31,3,6,49,378,20,426,5,6,8,5,25,0,0,0,138,25,"109Y06M"
"10008","南投縣","10008100","國姓鄉",699,46,0,35,3,3,95,325,9,119,7,2,0,6,6,0,0,0,8,35,"109Y06M"
"10008","南投縣","10008110","水里鄉",1009,24,3,28,0,1,152,499,22,151,7,5,2,10,15,0,3,0,24,63,"109Y06M"
"10008","南投縣","10008120","信義鄉",358,11,0,6,0,0,19,180,5,94,0,4,0,4,5,0,0,0,12,18,"109Y06M"
"10008","南投縣","10008130","仁愛鄉",686,21,0,12,0,1,14,273,8,315,3,1,5,2,8,0,0,0,16,7,"109Y06M"
"10009","雲林縣","10009010","斗六市",7154,46,8,515,34,40,707,3198,131,933,43,96,237,198,153,0,23,5,192,595,"109Y06M"
"10009","雲林縣","10009020","斗南鎮",2575,36,2,232,2,16,225,1356,75,215,12,22,56,48,38,0,2,1,60,177,"109Y06M"
"10009","雲林縣","10009030","虎尾鎮",4702,67,2,351,18,29,510,2168,79,561,30,68,165,93,60,0,19,4,124,354,"109Y06M"
"10009","雲林縣","10009040","西螺鎮",2502,54,2,137,5,14,144,1592,75,191,9,19,31,26,16,0,1,1,54,131,"109Y06M"
"10009","雲林縣","10009050","土庫鎮",1328,57,0,90,10,11,160,748,26,91,4,9,16,20,10,0,1,0,22,53,"109Y06M"
"10009","雲林縣","10009060","北港鎮",2196,27,0,124,6,8,150,1286,27,265,6,22,21,32,22,0,1,0,52,147,"109Y06M"
"10009","雲林縣","10009070","古坑鄉",1056,25,3,62,1,11,147,512,22,161,4,4,9,16,15,0,2,0,10,52,"109Y06M"
"10009","雲林縣","10009080","大埤鄉",777,67,1,87,0,11,96,418,17,26,1,4,1,6,4,0,1,0,10,27,"109Y06M"
"10009","雲林縣","10009090","莿桐鄉",1224,23,3,145,1,10,193,643,23,52,2,10,10,9,17,0,1,0,15,67,"109Y06M"
"10009","雲林縣","10009100","林內鄉",593,14,3,59,2,9,75,312,5,40,3,3,7,10,5,0,0,1,9,36,"109Y06M"
"10009","雲林縣","10009110","二崙鄉",878,28,0,70,7,5,64,556,8,41,3,4,22,6,7,0,0,0,11,46,"109Y06M"
"10009","雲林縣","10009120","崙背鄉",1090,32,0,73,8,9,147,594,13,67,4,8,6,14,7,0,1,1,31,75,"109Y06M"
"10009","雲林縣","10009130","麥寮鄉",1888,24,2,131,26,16,521,674,18,213,3,8,28,17,27,0,1,1,60,118,"109Y06M"
"10009","雲林縣","10009140","東勢鄉",457,17,1,27,7,2,83,241,1,22,3,3,2,5,7,0,0,1,12,23,"109Y06M"
"10009","雲林縣","10009150","褒忠鄉",495,11,0,30,3,2,82,272,4,28,2,4,8,3,3,0,0,0,14,29,"109Y06M"
"10009","雲林縣","10009160","臺西鄉",596,9,1,35,9,8,133,291,9,27,2,5,3,7,9,0,0,1,17,30,"109Y06M"
"10009","雲林縣","10009170","元長鄉",905,46,1,74,12,13,77,551,6,32,3,3,9,11,15,0,0,0,9,43,"109Y06M"
"10009","雲林縣","10009180","四湖鄉",593,13,0,27,16,8,89,320,3,31,1,5,4,8,13,0,1,0,13,41,"109Y06M"
"10009","雲林縣","10009190","口湖鄉",671,19,1,33,11,12,107,395,5,26,4,1,2,4,8,0,0,0,12,31,"109Y06M"
"10009","雲林縣","10009200","水林鄉",741,32,1,51,16,11,91,415,6,29,1,7,4,10,7,0,1,0,14,45,"109Y06M"
"10010","嘉義縣","10010010","太保市",1936,30,0,224,7,15,241,853,53,209,7,16,43,40,33,0,4,4,43,114,"109Y06M"
"10010","嘉義縣","10010020","朴子市",2429,30,1,152,8,25,244,1132,65,311,14,27,33,40,44,0,4,2,63,234,"109Y06M"
"10010","嘉義縣","10010030","布袋鎮",835,23,1,62,3,5,61,403,56,114,3,7,6,6,17,0,1,1,16,50,"109Y06M"
"10010","嘉義縣","10010040","大林鎮",1428,39,1,117,7,16,107,749,28,172,3,11,15,14,28,0,3,2,25,91,"109Y06M"
"10010","嘉義縣","10010050","民雄鄉",3888,63,1,478,14,17,457,1588,67,511,20,40,68,57,104,0,9,2,108,284,"109Y06M"
"10010","嘉義縣","10010060","溪口鄉",483,33,0,48,4,4,48,254,5,29,2,3,4,3,8,0,0,0,13,25,"109Y06M"
"10010","嘉義縣","10010070","新港鄉",1266,52,0,111,13,21,161,594,28,88,5,6,9,18,36,0,0,0,33,91,"109Y06M"
"10010","嘉義縣","10010080","六腳鄉",792,27,0,96,4,8,100,387,49,22,4,5,2,10,13,0,1,0,13,51,"109Y06M"
"10010","嘉義縣","10010090","東石鄉",603,9,0,37,1,14,45,309,54,54,1,2,5,7,8,0,0,0,27,30,"109Y06M"
"10010","嘉義縣","10010100","義竹鄉",509,14,0,49,1,6,36,266,26,37,4,8,1,2,15,0,1,0,7,36,"109Y06M"
"10010","嘉義縣","10010110","鹿草鄉",435,24,1,35,3,3,49,212,26,25,2,2,5,2,6,0,0,0,8,32,"109Y06M"
"10010","嘉義縣","10010120","水上鄉",2308,27,4,288,5,22,354,1026,67,149,5,20,41,35,62,0,4,0,47,152,"109Y06M"
"10010","嘉義縣","10010130","中埔鄉",2045,47,2,135,4,20,311,876,60,216,6,13,22,34,63,0,3,1,58,174,"109Y06M"
"10010","嘉義縣","10010140","竹崎鄉",1263,23,1,91,1,8,170,620,28,165,5,8,11,14,21,0,0,0,20,77,"109Y06M"
"10010","嘉義縣","10010150","梅山鄉",722,17,0,40,0,5,51,391,5,131,2,3,8,12,10,0,0,0,10,37,"109Y06M"
"10010","嘉義縣","10010160","番路鄉",445,7,2,21,0,4,49,217,5,78,7,5,5,7,8,0,3,0,10,17,"109Y06M"
"10010","嘉義縣","10010170","大埔鄉",109,3,0,2,0,0,13,58,2,15,0,2,0,1,4,0,0,0,2,7,"109Y06M"
"10010","嘉義縣","10010180","阿里山鄉",347,7,0,0,0,0,5,180,2,133,2,2,1,3,2,0,0,0,9,1,"109Y06M"
"10013","屏東縣","10013010","屏東市",12441,80,8,551,34,78,1022,5766,207,1854,93,192,309,308,289,0,45,14,367,1224,"109Y06M"
"10013","屏東縣","10013020","潮州鎮",3632,36,4,85,25,20,346,1734,38,562,12,31,75,38,64,0,22,6,156,378,"109Y06M"
"10013","屏東縣","10013030","東港鎮",2872,72,1,89,9,15,171,1429,61,524,8,28,43,25,50,0,17,4,96,230,"109Y06M"
"10013","屏東縣","10013040","恆春鎮",2920,24,1,45,3,10,210,820,33,1248,9,11,34,25,130,0,17,1,166,133,"109Y06M"
"10013","屏東縣","10013050","萬丹鄉",2287,63,0,173,10,32,348,1104,35,214,7,16,16,31,23,0,10,1,45,159,"109Y06M"
"10013","屏東縣","10013060","長治鄉",1286,39,2,120,19,11,162,633,20,91,6,8,21,15,21,0,1,3,25,89,"109Y06M"
"10013","屏東縣","10013070","麟洛鄉",465,13,0,18,6,2,45,221,9,60,1,4,11,14,11,0,0,1,11,38,"109Y06M"
"10013","屏東縣","10013080","九如鄉",885,40,1,45,1,12,144,436,10,68,0,6,10,16,14,0,1,1,15,65,"109Y06M"
"10013","屏東縣","10013090","里港鄉",1157,30,9,49,9,12,113,640,36,99,5,8,7,11,17,0,3,0,34,75,"109Y06M"
"10013","屏東縣","10013100","鹽埔鄉",824,14,2,40,6,10,131,418,10,72,3,5,9,10,21,0,0,0,30,43,"109Y06M"
"10013","屏東縣","10013110","高樹鄉",802,24,2,23,3,5,78,492,8,68,3,7,4,4,8,0,0,0,19,54,"109Y06M"
"10013","屏東縣","10013120","萬巒鄉",667,25,2,26,2,6,98,303,2,112,2,3,3,9,6,0,3,0,16,49,"109Y06M"
"10013","屏東縣","10013130","內埔鄉",2713,37,1,103,6,18,240,1234,14,458,5,13,124,48,52,0,7,3,87,263,"109Y06M"
"10013","屏東縣","10013140","竹田鄉",518,22,0,40,9,0,64,259,9,42,1,6,3,10,6,0,2,2,9,34,"109Y06M"
"10013","屏東縣","10013150","新埤鄉",321,20,0,7,1,2,39,168,3,33,0,2,0,3,2,0,0,2,12,27,"109Y06M"
"10013","屏東縣","10013160","枋寮鄉",1175,21,1,64,6,12,105,588,5,187,3,10,13,6,12,0,2,2,33,105,"109Y06M"
"10013","屏東縣","10013170","新園鄉",1273,40,0,97,8,32,149,603,29,126,2,6,3,15,21,0,2,1,39,100,"109Y06M"
"10013","屏東縣","10013180","崁頂鄉",360,22,0,23,0,7,51,162,9,30,1,2,1,1,11,0,1,0,8,31,"109Y06M"
"10013","屏東縣","10013190","林邊鄉",656,3,0,23,1,11,53,345,11,90,3,4,3,11,18,0,3,1,21,55,"109Y06M"
"10013","屏東縣","10013200","南州鄉",399,6,0,21,1,2,48,199,8,57,1,2,6,3,6,0,1,1,9,28,"109Y06M"
"10013","屏東縣","10013210","佳冬鄉",544,11,0,9,0,6,51,300,10,57,1,3,1,5,9,0,1,1,22,57,"109Y06M"
"10013","屏東縣","10013220","琉球鄉",694,5,0,1,1,7,22,178,18,317,1,3,2,2,57,0,1,0,53,26,"109Y06M"
"10013","屏東縣","10013230","車城鄉",404,8,0,6,1,5,33,176,3,125,0,2,3,4,12,0,2,0,11,13,"109Y06M"
"10013","屏東縣","10013240","滿州鄉",215,6,0,4,0,2,26,83,3,61,1,2,0,1,7,0,0,0,8,11,"109Y06M"
"10013","屏東縣","10013250","枋山鄉",228,6,1,6,0,1,7,134,2,42,2,2,0,5,2,0,0,0,7,11,"109Y06M"
"10013","屏東縣","10013260","三地門鄉",184,3,0,1,0,2,28,78,1,46,0,1,0,7,2,0,1,0,6,8,"109Y06M"
"10013","屏東縣","10013270","霧臺鄉",95,4,0,2,0,0,7,30,0,38,1,1,0,3,5,0,1,0,3,0,"109Y06M"
"10013","屏東縣","10013280","瑪家鄉",155,4,0,1,0,0,12,80,1,35,3,1,0,3,3,0,1,0,7,4,"109Y06M"
"10013","屏東縣","10013290","泰武鄉",131,3,0,1,0,0,16,58,0,32,0,1,0,5,1,0,0,0,12,2,"109Y06M"
"10013","屏東縣","10013300","來義鄉",141,3,0,2,1,2,27,75,1,18,0,1,0,1,0,0,0,0,5,5,"109Y06M"
"10013","屏東縣","10013310","春日鄉",111,3,0,2,0,1,8,58,3,18,0,1,0,0,3,0,0,1,7,6,"109Y06M"
"10013","屏東縣","10013320","獅子鄉",128,8,0,1,0,0,19,68,0,25,1,0,0,0,2,0,0,1,1,2,"109Y06M"
"10013","屏東縣","10013330","牡丹鄉",166,12,0,1,0,1,18,61,1,56,1,1,0,1,5,0,1,0,5,2,"109Y06M"
"10014","臺東縣","10014010","臺東市",8075,118,22,233,7,41,663,3433,127,1704,43,72,192,190,248,0,24,12,350,596,"109Y06M"
"10014","臺東縣","10014020","成功鎮",655,26,4,17,1,4,65,311,4,127,3,3,5,6,12,0,2,0,21,44,"109Y06M"
"10014","臺東縣","10014030","關山鎮",558,25,2,17,0,1,52,247,4,121,1,2,4,9,16,0,2,0,22,33,"109Y06M"
"10014","臺東縣","10014040","卑南鄉",743,26,5,19,4,4,74,320,5,158,3,4,19,7,30,0,1,0,27,37,"109Y06M"
"10014","臺東縣","10014050","鹿野鄉",430,26,3,9,0,2,23,221,1,72,3,4,4,7,13,0,1,0,12,29,"109Y06M"
"10014","臺東縣","10014060","池上鄉",614,43,2,19,0,2,25,316,3,128,5,2,1,7,22,0,2,0,12,25,"109Y06M"
"10014","臺東縣","10014070","東河鄉",390,17,1,15,0,0,16,188,5,97,2,3,4,5,2,0,3,0,21,11,"109Y06M"
"10014","臺東縣","10014080","長濱鄉",333,16,1,6,0,1,18,173,0,74,0,2,0,4,4,0,0,1,13,20,"109Y06M"
"10014","臺東縣","10014090","太麻里鄉",561,24,1,13,0,2,28,292,2,119,3,3,0,5,13,0,0,0,25,31,"109Y06M"
"10014","臺東縣","10014100","大武鄉",237,6,3,3,0,0,25,124,0,51,2,1,0,2,5,0,0,0,7,8,"109Y06M"
"10014","臺東縣","10014110","綠島鄉",374,2,0,1,1,2,12,85,4,154,0,1,11,1,46,0,1,0,44,9,"109Y06M"
"10014","臺東縣","10014120","海端鄉",106,7,0,1,0,0,7,52,0,15,0,2,0,1,1,0,0,0,15,5,"109Y06M"
"10014","臺東縣","10014130","延平鄉",95,2,0,2,0,0,4,47,1,18,0,1,0,4,0,0,0,0,12,4,"109Y06M"
"10014","臺東縣","10014140","金峰鄉",111,7,1,1,0,0,13,46,0,26,1,0,0,1,5,0,0,0,9,1,"109Y06M"
"10014","臺東縣","10014150","達仁鄉",104,4,0,3,0,0,5,49,0,25,1,1,0,2,1,0,0,0,8,5,"109Y06M"
"10014","臺東縣","10014160","蘭嶼鄉",265,4,2,4,1,1,12,60,3,126,2,1,6,3,20,0,0,0,10,10,"109Y06M"
"10015","花蓮縣","10015010","花蓮市",8644,46,55,237,10,32,707,3503,186,2051,67,111,277,188,247,0,24,11,342,550,"109Y06M"
"10015","花蓮縣","10015020","鳳林鎮",562,21,2,19,0,4,58,304,6,88,3,3,1,7,6,0,0,0,9,31,"109Y06M"
"10015","花蓮縣","10015030","玉里鎮",1522,88,8,37,1,7,124,777,14,254,8,8,18,22,30,0,2,2,33,89,"109Y06M"
"10015","花蓮縣","10015040","新城鄉",1097,17,11,55,3,8,126,479,34,185,7,4,26,18,36,0,2,2,22,62,"109Y06M"
"10015","花蓮縣","10015050","吉安鄉",5343,33,29,232,1,44,876,2273,147,723,25,40,161,101,128,0,13,8,128,381,"109Y06M"
"10015","花蓮縣","10015060","壽豐鄉",1068,27,13,19,1,4,129,381,16,317,6,4,34,9,36,0,2,1,27,42,"109Y06M"
"10015","花蓮縣","10015070","光復鄉",641,24,4,14,0,2,74,341,6,96,2,2,5,13,12,0,3,0,14,29,"109Y06M"
"10015","花蓮縣","10015080","豐濱鄉",183,4,0,1,0,0,8,101,1,46,0,0,1,1,3,0,0,0,12,5,"109Y06M"
"10015","花蓮縣","10015090","瑞穗鄉",678,18,3,32,0,1,56,343,5,130,2,7,7,5,19,0,0,1,17,32,"109Y06M"
"10015","花蓮縣","10015100","富里鄉",547,61,1,10,0,3,30,308,2,64,2,3,3,6,15,0,2,0,10,27,"109Y06M"
"10015","花蓮縣","10015110","秀林鄉",465,2,7,8,1,1,45,214,8,112,3,2,2,6,16,0,6,2,19,11,"109Y06M"
"10015","花蓮縣","10015120","萬榮鄉",107,2,0,2,0,1,7,61,1,23,0,0,0,3,1,0,0,0,3,3,"109Y06M"
"10015","花蓮縣","10015130","卓溪鄉",108,8,0,0,0,1,7,75,0,10,1,1,0,0,2,0,0,0,3,0,"109Y06M"
"10016","澎湖縣","10016010","馬公市",5393,19,2,181,1,14,372,2322,167,1162,38,34,159,72,436,0,16,1,136,261,"109Y06M"
"10016","澎湖縣","10016020","湖西鄉",572,4,0,13,0,1,104,208,14,109,4,2,17,6,46,1,0,0,16,27,"109Y06M"
"10016","澎湖縣","10016030","白沙鄉",392,4,0,13,0,2,33,149,34,96,2,0,3,1,39,0,0,0,11,5,"109Y06M"
"10016","澎湖縣","10016040","西嶼鄉",236,2,1,11,0,2,16,111,11,48,1,0,1,2,12,0,1,0,6,11,"109Y06M"
"10016","澎湖縣","10016050","望安鄉",71,0,1,2,0,0,2,22,11,20,0,0,1,1,7,0,0,0,3,1,"109Y06M"
"10016","澎湖縣","10016060","七美鄉",103,1,0,5,0,0,12,36,7,25,1,0,0,0,7,0,0,0,4,5,"109Y06M"
"10017","基隆市","10017010","中正區",3134,9,0,147,0,22,349,1321,220,471,32,30,78,71,73,0,8,2,73,228,"109Y06M"
"10017","基隆市","10017020","七堵區",2668,1,1,163,3,28,359,1118,181,302,28,29,28,74,60,0,7,3,87,196,"109Y06M"
"10017","基隆市","10017030","暖暖區",1529,2,0,52,0,16,287,652,51,160,15,15,35,46,37,0,2,1,40,118,"109Y06M"
"10017","基隆市","10017040","仁愛區",4686,4,1,74,1,8,159,2156,509,857,23,58,42,67,67,0,10,1,187,462,"109Y06M"
"10017","基隆市","10017050","中山區",1830,1,1,67,1,13,286,741,105,261,17,14,9,58,40,0,2,2,44,168,"109Y06M"
"10017","基隆市","10017060","安樂區",2830,4,1,108,0,13,411,1297,106,330,33,25,56,79,81,0,5,3,55,223,"109Y06M"
"10017","基隆市","10017070","信義區",2087,3,0,72,1,22,317,860,73,281,24,28,36,66,49,0,10,0,55,190,"109Y06M"
"10018","新竹市","10018010","東區",15697,30,9,1200,18,55,1007,7127,233,2240,264,585,569,510,344,0,104,12,354,1036,"109Y06M"
"10018","新竹市","10018020","北區",7677,18,7,488,13,40,876,3227,111,929,110,247,330,284,238,0,34,8,177,540,"109Y06M"
"10018","新竹市","10018030","香山區",4145,13,3,755,3,42,720,1549,60,264,38,94,89,102,98,0,8,1,66,240,"109Y06M"
"10020","嘉義市","10020010","東區",7156,30,1,309,12,22,495,3359,130,1258,53,118,239,199,166,0,25,6,135,599,"109Y06M"
"10020","嘉義市","10020020","西區",10804,30,3,462,16,47,804,5212,226,1397,73,171,437,279,267,0,41,11,307,1021,"109Y06M"
"09020","金門縣","09020010","金城鎮",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09020","金門縣","09020020","金沙鎮",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09020","金門縣","09020030","金湖鎮",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09020","金門縣","09020040","金寧鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09020","金門縣","09020050","烈嶼鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09020","金門縣","09020060","烏坵鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09007","連江縣","09007010","南竿鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09007","連江縣","09007020","北竿鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09007","連江縣","09007030","莒光鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
"09007","連江縣","09007040","東引鄉",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109Y06M"
